溯源批次码,作物名称,生产省份,生产县区,基地经度,基地纬度,种植日期,全流程农事操作记录,采摘完成时刻,采摘重量(kg),加工中心,加工厂经纬度,加工具体工序,加工开始时刻,加工结束时刻,存储仓库ID,仓库类型,入库时刻,出库时刻,仓储温湿度环境,物流运单号,运输车辆类型,物流作业要求,发货起运时刻,终端签收时刻,销售城市,销售区县网点,网点经度,网点纬度,终端上架时刻
CN-AG-202406-10457,小麦,河北省,宁晋县,114.895139,37.655846,2023-11-01,2023-11-01 [深耕整地] -> 2023-12-09 [秋播种子处理] -> 2024-01-16 [越冬水灌溉] -> 2024-02-23 [拔节期追肥] -> 2024-04-01 [条锈病防治] -> 2024-05-09 [干热风防护],2024-06-14 15:42,34132.39,宁晋县第5深加工基地,"114.922038,37.629599",磁选除杂->着水润麦->多级研磨->高方筛理->包装,2024-06-18 19:42,2024-06-19 03:22,WH-CN-995,钢板筒仓,2024-06-19 10:22,2024-07-08 10:22,准低温低氧控制,LOG-CN-33479740296,全封闭货车,"干燥, 禁止异味混载",2024-07-08 23:22,2024-07-14 04:27,北京市,朝阳区,116.48,39.92,2024-07-16 04:27
CN-AG-202410-10458,水稻,江苏省,东海县,118.799769,34.549891,2024-06-06,2024-06-06 [播种育秧] -> 2024-06-29 [田间底肥] -> 2024-07-22 [插秧作业] -> 2024-08-14 [分蘖期灌溉] -> 2024-09-06 [除草控虫] -> 2024-09-29 [晒田补肥],2024-10-22 16:15,36592.7,东海县第3深加工基地,"118.77313,34.546235",清理去石->砻谷脱壳->糙米碾白->抛光->色选->包装,2024-10-24 19:15,2024-10-25 04:10,WH-CN-325,平房仓(准低温),2024-10-25 09:10,2024-11-10 09:10,准低温低氧控制,LOG-CN-47448571421,散粮车,"防潮, 湿度<14%",2024-11-10 15:10,2024-11-12 12:09,南京市,南京浦口区,118.62,32.05,2024-11-14 12:09
CN-AG-202409-10459,玉米,广西壮族自治区,宾阳县,108.790592,23.165371,2024-06-01,2024-06-01 [免耕直播] -> 2024-06-23 [苗期中耕] -> 2024-07-15 [喇叭口期追肥] -> 2024-08-06 [大斑病防治] -> 2024-08-28 [人工授粉辅助],2024-09-22 10:59,31003.87,宾阳县第4深加工基地,"108.804492,23.218562",物理清理->脱粒烘干->破碎加工->筛理分级,2024-09-26 12:59,2024-09-26 22:16,WH-CN-769,现代化圆筒仓,2024-09-27 07:16,2024-10-21 07:16,避光控温控制,LOG-CN-69511672503,重型散粮卡车,"通风良好, 严控高温",2024-10-21 18:16,2024-10-24 19:14,上海市,宝山区,121.48,31.4,2024-10-27 19:14
CN-AG-202410-10460,玉米,内蒙古自治区,突泉县,121.561849,46.31466,2024-06-20,2024-06-20 [免耕直播] -> 2024-07-12 [苗期中耕] -> 2024-08-03 [喇叭口期追肥] -> 2024-08-25 [大斑病防治] -> 2024-09-16 [人工授粉辅助],2024-10-04 12:05,5058.75,突泉县第1深加工基地,"121.572259,46.328788",物理清理->脱粒烘干->破碎加工->筛理分级,2024-10-05 16:05,2024-10-06 00:54,WH-CN-704,现代化圆筒仓,2024-10-06 07:54,2024-10-23 07:54,避光控温控制,LOG-CN-38070201342,重型散粮卡车,"通风良好, 严控高温",2024-10-23 18:54,2024-10-26 19:30,武汉市,洪山区,114.34,30.5,2024-10-29 19:30
CN-AG-202410-10461,玉米,河北省,藁城区,114.808883,38.083169,2024-07-02,2024-07-02 [免耕直播] -> 2024-07-24 [苗期中耕] -> 2024-08-15 [喇叭口期追肥] -> 2024-09-06 [大斑病防治] -> 2024-09-28 [人工授粉辅助],2024-10-25 13:51,33565.18,藁城区第3深加工基地,"114.833949,38.02243",物理清理->脱粒烘干->破碎加工->筛理分级,2024-10-27 19:51,2024-10-28 04:00,WH-CN-957,现代化圆筒仓,2024-10-28 11:00,2024-11-13 11:00,避光控温控制,LOG-CN-75364695991,重型散粮卡车,"通风良好, 严控高温",2024-11-14 01:00,2024-11-17 11:20,南京市,玄武区,118.79,32.06,2024-11-18 11:20
CN-AG-202409-10462,水稻,广西壮族自治区,桂平市,110.097497,23.436431,2024-04-28,2024-04-28 [播种育秧] -> 2024-05-21 [田间底肥] -> 2024-06-13 [插秧作业] -> 2024-07-06 [分蘖期灌溉] -> 2024-07-29 [除草控虫] -> 2024-08-21 [晒田补肥],2024-09-20 12:09,22325.89,桂平市第4深加工基地,"110.086319,23.385718",清理去石->砻谷脱壳->糙米碾白->抛光->色选->包装,2024-09-21 18:09,2024-09-21 23:22,WH-CN-160,平房仓(准低温),2024-09-22 07:22,2024-11-03 07:22,准低温低氧控制,LOG-CN-28610714131,散粮车,"防潮, 湿度<14%",2024-11-03 22:22,2024-11-07 12:02,上海市,闵行区,121.38,31.11,2024-11-08 12:02
CN-AG-202406-10463,小麦,内蒙古自治区,五原县,108.301582,41.143364,2023-11-09,2023-11-09 [深耕整地] -> 2023-12-17 [秋播种子处理] -> 2024-01-24 [越冬水灌溉] -> 2024-03-02 [拔节期追肥] -> 2024-04-09 [条锈病防治] -> 2024-05-17 [干热风防护],2024-06-28 10:54,31520.0,五原县第4深加工基地,"108.255045,41.108379",磁选除杂->着水润麦->多级研磨->高方筛理->包装,2024-07-02 14:54,2024-07-03 00:21,WH-CN-173,钢板筒仓,2024-07-03 06:21,2024-07-14 06:21,准低温低氧控制,LOG-CN-49870352662,全封闭货车,"干燥, 禁止异味混载",2024-07-14 18:21,2024-07-19 08:51,南京市,江宁区,118.83,31.95,2024-07-21 08:51
CN-AG-202410-10464,水稻,广西壮族自治区,武宣县,109.655265,23.620605,2024-05-13,2024-05-13 [播种育秧] -> 2024-06-05 [田间底肥] -> 2024-06-28 [插秧作业] -> 2024-07-21 [分蘖期灌溉] -> 2024-08-13 [除草控虫] -> 2024-09-05 [晒田补肥],2024-10-04 10:20,12341.82,武宣县第2深加工基地,"109.66457,23.59684",清理去石->砻谷脱壳->糙米碾白->抛光->色选->包装,2024-10-05 14:20,2024-10-05 20:44,WH-CN-852,平房仓(准低温),2024-10-06 02:44,2024-11-21 02:44,准低温低氧控制,LOG-CN-12797045905,散粮车,"防潮, 湿度<14%",2024-11-21 15:44,2024-11-24 05:41,广州市,白云区,113.27,23.15,2024-11-25 05:41
CN-AG-202409-10465,玉米,山东省,汶上县,116.498739,35.763174,2024-05-29,2024-05-29 [免耕直播] -> 2024-06-20 [苗期中耕] -> 2024-07-12 [喇叭口期追肥] -> 2024-08-03 [大斑病防治] -> 2024-08-25 [人工授粉辅助],2024-09-13 14:43,20183.75,汶上县第2深加工基地,"116.480901,35.723549",物理清理->脱粒烘干->破碎加工->筛理分级,2024-09-14 16:43,2024-09-14 22:15,WH-CN-742,现代化圆筒仓,2024-09-15 09:15,2024-10-06 09:15,避光控温控制,LOG-CN-64642937973,重型散粮卡车,"通风良好, 严控高温",2024-10-06 23:15,2024-10-11 10:36,北京市,朝阳区,116.48,39.92,2024-10-14 10:36
CN-AG-202406-10466,大麦,甘肃省,永昌县,102.022487,38.29816,2024-03-01,2024-03-01 [翻耕播种] -> 2024-03-26 [分蘖期施氮] -> 2024-04-20 [化学除草] -> 2024-05-15 [灌浆期监控],2024-06-08 14:31,9081.97,永昌县第1深加工基地,"101.963296,38.230863",杂质清理->脱壳处理->分级磨皮->包装,2024-06-10 19:31,2024-06-11 04:38,WH-CN-600,平房仓,2024-06-11 09:38,2024-07-20 09:38,避光控温控制,LOG-CN-82621361957,散装车,防霉通风,2024-07-20 22:38,2024-07-23 21:38,南京市,江宁区,118.83,31.95,2024-07-24 21:38
CN-AG-202410-10467,玉米,内蒙古自治区,突泉县,121.597118,46.285807,2024-06-17,2024-06-17 [免耕直播] -> 2024-07-09 [苗期中耕] -> 2024-07-31 [喇叭口期追肥] -> 2024-08-22 [大斑病防治] -> 2024-09-13 [人工授粉辅助],2024-10-09 09:50,11471.14,突泉县第1深加工基地,"121.56427,46.336356",物理清理->脱粒烘干->破碎加工->筛理分级,2024-10-11 14:50,2024-10-11 21:27,WH-CN-503,现代化圆筒仓,2024-10-12 07:27,2024-11-10 07:27,避光控温控制,LOG-CN-82207833092,重型散粮卡车,"通风良好, 严控高温",2024-11-10 18:27,2024-11-12 03:12,广州市,天河区,113.33,23.13,2024-11-15 03:12
CN-AG-202406-10468,小麦,安徽省,蒙城县,116.600884,33.260702,2023-11-12,2023-11-12 [深耕整地] -> 2023-12-20 [秋播种子处理] -> 2024-01-27 [越冬水灌溉] -> 2024-03-05 [拔节期追肥] -> 2024-04-12 [条锈病防治] -> 2024-05-20 [干热风防护],2024-06-25 11:42,12218.05,蒙城县第2深加工基地,"116.560845,33.264656",磁选除杂->着水润麦->多级研磨->高方筛理->包装,2024-06-27 17:42,2024-06-28 02:07,WH-CN-189,钢板筒仓,2024-06-28 08:07,2024-07-08 08:07,准低温低氧控制,LOG-CN-46775641197,全封闭货车,"干燥, 禁止异味混载",2024-07-08 15:07,2024-07-09 20:15,西安市,未央区,108.94,34.29,2024-07-12 20:15
CN-AG-202409-10469,大豆,黑龙江省,嫩江市,125.221003,49.180842,2024-05-12,2024-05-12 [拌种包衣] -> 2024-06-06 [等距点播] -> 2024-07-01 [结荚期根外追肥] -> 2024-07-26 [食心虫绿色防控] -> 2024-08-20 [除草中耕],2024-09-17 12:23,23693.58,嫩江市第2深加工基地,"125.2213,49.165951",磁选->破碎压胚->高温压榨->物理过滤->精炼,2024-09-19 17:23,2024-09-20 01:29,WH-CN-690,不锈钢储油罐区,2024-09-20 05:29,2024-10-15 05:29,准低温低氧控制,LOG-CN-80063526819,罐式车,"避光, 控温25℃下",2024-10-15 19:29,2024-10-20 23:47,成都市,武侯区,104.04,30.64,2024-10-23 23:47
CN-AG-202408-10470,花生,山东省,莒南县,118.874799,35.192666,2024-04-29,2024-04-29 [清棵蹲苗] -> 2024-05-23 [培土迎葑] -> 2024-06-16 [钙镁肥补充] -> 2024-07-10 [下针期控旺] -> 2024-08-03 [地下虫害防治],2024-08-22 08:15,26780.95,莒南县第1深加工基地,"118.835222,35.172726",剥壳分选->烘炒->压榨提取->物理精炼,2024-08-24 11:15,2024-08-24 16:18,WH-CN-663,避光库房,2024-08-24 23:18,2024-09-11 23:18,避光控温控制,LOG-CN-45454814908,厢式货车,避光防潮,2024-09-12 10:18,2024-09-14 21:26,深圳市,宝安区,113.88,22.55,2024-09-17 21:26
CN-AG-202406-10471,小麦,河北省,藁城区,114.835387,37.989209,2023-10-24,2023-10-24 [深耕整地] -> 2023-12-01 [秋播种子处理] -> 2024-01-08 [越冬水灌溉] -> 2024-02-15 [拔节期追肥] -> 2024-03-24 [条锈病防治] -> 2024-05-01 [干热风防护],2024-06-15 09:16,28006.13,藁城区第5深加工基地,"114.834934,38.020187",磁选除杂->着水润麦->多级研磨->高方筛理->包装,2024-06-19 12:16,2024-06-19 19:20,WH-CN-719,钢板筒仓,2024-06-20 02:20,2024-07-04 02:20,准低温低氧控制,LOG-CN-66539134484,全封闭货车,"干燥, 禁止异味混载",2024-07-04 11:20,2024-07-09 06:43,成都市,新都区,104.15,30.82,2024-07-12 06:43
CN-AG-202411-10472,棉花,新疆维吾尔自治区,沙雅县,82.839017,41.247175,2024-05-19,2024-05-19 [覆膜播种] -> 2024-06-24 [人工打顶] -> 2024-07-30 [叶面喷施补硼] -> 2024-09-04 [枯萎病监测] -> 2024-10-10 [喷施脱叶剂],2024-11-13 08:38,36823.59,沙雅县第3深加工基地,"82.77803,41.211984",皮棉清理->锯齿轧花->纤维分级->压力打包,2024-11-14 12:38,2024-11-14 16:11,WH-CN-249,专业纤维库,2024-11-15 04:11,2024-12-02 04:11,避光控温控制,LOG-CN-45329393690,高栏平板车,"严禁烟火, 防静电, 干燥",2024-12-02 15:11,2024-12-07 00:16,南京市,玄武区,118.79,32.06,2024-12-09 00:16
CN-AG-202410-10473,水稻,黑龙江省,五常市,127.114484,44.966009,2024-05-25,2024-05-25 [播种育秧] -> 2024-06-17 [田间底肥] -> 2024-07-10 [插秧作业] -> 2024-08-02 [分蘖期灌溉] -> 2024-08-25 [除草控虫] -> 2024-09-17 [晒田补肥],2024-10-08 14:06,35288.94,五常市第5深加工基地,"127.154661,44.931102",清理去石->砻谷脱壳->糙米碾白->抛光->色选->包装,2024-10-10 20:06,2024-10-11 04:48,WH-CN-377,平房仓(准低温),2024-10-11 12:48,2024-11-27 12:48,准低温低氧控制,LOG-CN-25493952560,散粮车,"防潮, 湿度<14%",2024-11-28 02:48,2024-11-30 23:32,西安市,雁塔区,108.94,34.21,2024-12-03 23:32
CN-AG-202410-10474,玉米,吉林省,榆树市,126.512563,44.833918,2024-07-07,2024-07-07 [免耕直播] -> 2024-07-29 [苗期中耕] -> 2024-08-20 [喇叭口期追肥] -> 2024-09-11 [大斑病防治] -> 2024-10-03 [人工授粉辅助],2024-10-25 14:11,9422.89,榆树市第4深加工基地,"126.555676,44.817108",物理清理->脱粒烘干->破碎加工->筛理分级,2024-10-29 19:11,2024-10-30 02:44,WH-CN-681,现代化圆筒仓,2024-10-30 08:44,2024-11-25 08:44,避光控温控制,LOG-CN-47518353431,重型散粮卡车,"通风良好, 严控高温",2024-11-25 22:44,2024-11-30 17:53,北京市,丰台区,116.28,39.85,2024-12-03 17:53
CN-AG-202409-10475,水稻,吉林省,榆树市,126.490628,44.826507,2024-05-03,2024-05-03 [播种育秧] -> 2024-05-26 [田间底肥] -> 2024-06-18 [插秧作业] -> 2024-07-11 [分蘖期灌溉] -> 2024-08-03 [除草控虫] -> 2024-08-26 [晒田补肥],2024-09-22 17:26,15681.56,榆树市第1深加工基地,"126.540706,44.82522",清理去石->砻谷脱壳->糙米碾白->抛光->色选->包装,2024-09-24 22:26,2024-09-25 03:57,WH-CN-412,平房仓(准低温),2024-09-25 14:57,2024-11-06 14:57,准低温低氧控制,LOG-CN-96286496811,散粮车,"防潮, 湿度<14%",2024-11-07 02:57,2024-11-10 21:42,成都市,龙泉驿区,104.27,30.55,2024-11-11 21:42
CN-AG-202409-10476,水稻,吉林省,前郭县,124.774298,45.139488,2024-04-21,2024-04-21 [播种育秧] -> 2024-05-14 [田间底肥] -> 2024-06-06 [插秧作业] -> 2024-06-29 [分蘖期灌溉] -> 2024-07-22 [除草控虫] -> 2024-08-14 [晒田补肥],2024-09-03 10:36,22423.18,前郭县第5深加工基地,"124.807359,45.119161",清理去石->砻谷脱壳->糙米碾白->抛光->色选->包装,2024-09-04 14:36,2024-09-04 21:49,WH-CN-814,平房仓(准低温),2024-09-05 08:49,2024-09-15 08:49,准低温低氧控制,LOG-CN-62075153839,散粮车,"防潮, 湿度<14%",2024-09-15 22:49,2024-09-20 19:57,南京市,南京浦口区,118.62,32.05,2024-09-22 19:57
CN-AG-202409-10477,水稻,黑龙江省,五常市,127.107867,44.909232,2024-05-03,2024-05-03 [播种育秧] -> 2024-05-26 [田间底肥] -> 2024-06-18 [插秧作业] -> 2024-07-11 [分蘖期灌溉] -> 2024-08-03 [除草控虫] -> 2024-08-26 [晒田补肥],2024-09-23 14:44,36632.95,五常市第2深加工基地,"127.157533,44.926112",清理去石->砻谷脱壳->糙米碾白->抛光->色选->包装,2024-09-26 17:44,2024-09-27 02:32,WH-CN-176,平房仓(准低温),2024-09-27 14:32,2024-11-14 14:32,准低温低氧控制,LOG-CN-79292076626,散粮车,"防潮, 湿度<14%",2024-11-15 03:32,2024-11-17 01:15,北京市,丰台区,116.28,39.85,2024-11-20 01:15
CN-AG-202409-10478,花生,山东省,莒南县,118.814197,35.22956,2024-05-19,2024-05-19 [清棵蹲苗] -> 2024-06-12 [培土迎葑] -> 2024-07-06 [钙镁肥补充] -> 2024-07-30 [下针期控旺] -> 2024-08-23 [地下虫害防治],2024-09-16 14:10,12457.31,莒南县第5深加工基地,"118.834441,35.168972",剥壳分选->烘炒->压榨提取->物理精炼,2024-09-17 18:10,2024-09-18 02:27,WH-CN-503,避光库房,2024-09-18 09:27,2024-11-01 09:27,避光控温控制,LOG-CN-81481027474,厢式货车,避光防潮,2024-11-01 19:27,2024-11-05 08:45,上海市,闵行区,121.38,31.11,2024-11-07 08:45
CN-AG-202406-10479,小麦,黑龙江省,嫩江市,125.231165,49.216343,2023-10-12,2023-10-12 [深耕整地] -> 2023-11-19 [秋播种子处理] -> 2023-12-27 [越冬水灌溉] -> 2024-02-03 [拔节期追肥] -> 2024-03-12 [条锈病防治] -> 2024-04-19 [干热风防护],2024-06-02 13:00,8546.82,嫩江市第4深加工基地,"125.218252,49.167831",磁选除杂->着水润麦->多级研磨->高方筛理->包装,2024-06-06 17:00,2024-06-06 22:02,WH-CN-302,钢板筒仓,2024-06-07 07:02,2024-06-23 07:02,准低温低氧控制,LOG-CN-79083448486,全封闭货车,"干燥, 禁止异味混载",2024-06-23 15:02,2024-06-26 18:24,北京市,海淀区,116.3,39.96,2024-06-27 18:24
CN-AG-202410-10480,水稻,安徽省,怀远县,117.140386,32.993474,2024-05-20,2024-05-20 [播种育秧] -> 2024-06-12 [田间底肥] -> 2024-07-05 [插秧作业] -> 2024-07-28 [分蘖期灌溉] -> 2024-08-20 [除草控虫] -> 2024-09-12 [晒田补肥],2024-10-04 15:00,8804.32,怀远县第4深加工基地,"117.19711,32.972392",清理去石->砻谷脱壳->糙米碾白->抛光->色选->包装,2024-10-07 18:00,2024-10-08 00:30,WH-CN-772,平房仓(准低温),2024-10-08 10:30,2024-11-10 10:30,准低温低氧控制,LOG-CN-73734555004,散粮车,"防潮, 湿度<14%",2024-11-10 22:30,2024-11-12 22:04,成都市,龙泉驿区,104.27,30.55,2024-11-14 22:04
CN-AG-202411-10481,棉花,新疆维吾尔自治区,玛纳斯县,86.161159,44.335304,2024-05-28,2024-05-28 [覆膜播种] -> 2024-07-03 [人工打顶] -> 2024-08-08 [叶面喷施补硼] -> 2024-09-13 [枯萎病监测] -> 2024-10-19 [喷施脱叶剂],2024-11-24 14:00,10610.94,玛纳斯县第2深加工基地,"86.209619,44.301764",皮棉清理->锯齿轧花->纤维分级->压力打包,2024-11-26 16:00,2024-11-26 20:07,WH-CN-590,专业纤维库,2024-11-27 04:07,2024-12-09 04:07,避光控温控制,LOG-CN-48581385010,高栏平板车,"严禁烟火, 防静电, 干燥",2024-12-09 16:07,2024-12-14 15:28,广州市,白云区,113.27,23.15,2024-12-15 15:28
CN-AG-202410-10482,水稻,辽宁省,盘山县,121.987782,41.257079,2024-05-26,2024-05-26 [播种育秧] -> 2024-06-18 [田间底肥] -> 2024-07-11 [插秧作业] -> 2024-08-03 [分蘖期灌溉] -> 2024-08-26 [除草控虫] -> 2024-09-18 [晒田补肥],2024-10-18 15:51,9414.33,盘山县第3深加工基地,"122.04123,41.2416",清理去石->砻谷脱壳->糙米碾白->抛光->色选->包装,2024-10-20 19:51,2024-10-21 04:45,WH-CN-612,平房仓(准低温),2024-10-21 14:45,2024-12-02 14:45,准低温低氧控制,LOG-CN-43004408460,散粮车,"防潮, 湿度<14%",2024-12-02 21:45,2024-12-04 11:35,南京市,玄武区,118.79,32.06,2024-12-05 11:35
CN-AG-202410-10483,水稻,吉林省,榆树市,126.562419,44.827279,2024-05-31,2024-05-31 [播种育秧] -> 2024-06-23 [田间底肥] -> 2024-07-16 [插秧作业] -> 2024-08-08 [分蘖期灌溉] -> 2024-08-31 [除草控虫] -> 2024-09-23 [晒田补肥],2024-10-20 08:27,13731.34,榆树市第1深加工基地,"126.5561,44.823529",清理去石->砻谷脱壳->糙米碾白->抛光->色选->包装,2024-10-23 12:27,2024-10-23 19:05,WH-CN-984,平房仓(准低温),2024-10-24 00:05,2024-11-30 00:05,准低温低氧控制,LOG-CN-43075353165,散粮车,"防潮, 湿度<14%",2024-11-30 08:05,2024-12-05 05:37,深圳市,宝安区,113.88,22.55,2024-12-06 05:37
CN-AG-202409-10484,玉米,广西壮族自治区,宾阳县,108.849006,23.182378,2024-05-26,2024-05-26 [免耕直播] -> 2024-06-17 [苗期中耕] -> 2024-07-09 [喇叭口期追肥] -> 2024-07-31 [大斑病防治] -> 2024-08-22 [人工授粉辅助],2024-09-16 09:44,37518.44,宾阳县第4深加工基地,"108.801541,23.209965",物理清理->脱粒烘干->破碎加工->筛理分级,2024-09-18 12:44,2024-09-18 22:31,WH-CN-118,现代化圆筒仓,2024-09-19 04:31,2024-10-13 04:31,避光控温控制,LOG-CN-38417510916,重型散粮卡车,"通风良好, 严控高温",2024-10-13 16:31,2024-10-14 20:48,上海市,浦东新区,121.54,31.22,2024-10-15 20:48
CN-AG-202410-10485,水稻,吉林省,前郭县,124.790109,45.057026,2024-05-22,2024-05-22 [播种育秧] -> 2024-06-14 [田间底肥] -> 2024-07-07 [插秧作业] -> 2024-07-30 [分蘖期灌溉] -> 2024-08-22 [除草控虫] -> 2024-09-14 [晒田补肥],2024-10-14 16:19,8851.92,前郭县第3深加工基地,"124.814154,45.115698",清理去石->砻谷脱壳->糙米碾白->抛光->色选->包装,2024-10-16 19:19,2024-10-17 00:41,WH-CN-387,平房仓(准低温),2024-10-17 10:41,2024-11-26 10:41,准低温低氧控制,LOG-CN-61294789048,散粮车,"防潮, 湿度<14%",2024-11-26 22:41,2024-12-01 08:44,北京市,丰台区,116.28,39.85,2024-12-03 08:44
CN-AG-202409-10486,花生,河北省,大名县,115.152072,36.314634,2024-05-10,2024-05-10 [清棵蹲苗] -> 2024-06-03 [培土迎葑] -> 2024-06-27 [钙镁肥补充] -> 2024-07-21 [下针期控旺] -> 2024-08-14 [地下虫害防治],2024-09-02 10:02,38191.49,大名县第3深加工基地,"115.142949,36.278804",剥壳分选->烘炒->压榨提取->物理精炼,2024-09-03 14:02,2024-09-03 18:20,WH-CN-442,避光库房,2024-09-04 02:20,2024-10-14 02:20,避光控温控制,LOG-CN-24192103936,厢式货车,避光防潮,2024-10-14 09:20,2024-10-17 16:31,成都市,新都区,104.15,30.82,2024-10-19 16:31
CN-AG-202409-10487,玉米,辽宁省,昌图县,124.102082,42.759383,2024-05-24,2024-05-24 [免耕直播] -> 2024-06-15 [苗期中耕] -> 2024-07-07 [喇叭口期追肥] -> 2024-07-29 [大斑病防治] -> 2024-08-20 [人工授粉辅助],2024-09-11 13:47,26064.23,昌图县第1深加工基地,"124.104412,42.771772",物理清理->脱粒烘干->破碎加工->筛理分级,2024-09-14 16:47,2024-09-15 00:49,WH-CN-700,现代化圆筒仓,2024-09-15 08:49,2024-10-08 08:49,避光控温控制,LOG-CN-99696274714,重型散粮卡车,"通风良好, 严控高温",2024-10-08 15:49,2024-10-10 08:29,南京市,玄武区,118.79,32.06,2024-10-13 08:29
CN-AG-202409-10488,大豆,内蒙古自治区,阿荣旗,123.53828,48.131787,2024-04-28,2024-04-28 [拌种包衣] -> 2024-05-23 [等距点播] -> 2024-06-17 [结荚期根外追肥] -> 2024-07-12 [食心虫绿色防控] -> 2024-08-06 [除草中耕],2024-09-04 09:34,29906.11,阿荣旗第5深加工基地,"123.518662,48.129967",磁选->破碎压胚->高温压榨->物理过滤->精炼,2024-09-07 13:34,2024-09-07 22:15,WH-CN-455,不锈钢储油罐区,2024-09-08 09:15,2024-09-30 09:15,准低温低氧控制,LOG-CN-61088262448,罐式车,"避光, 控温25℃下",2024-09-30 17:15,2024-10-02 17:41,广州市,天河区,113.33,23.13,2024-10-05 17:41
